region,country
Northern Ostrobothnia,Finland
Central Ostrobothnia,Finland
Ostrobothnia,Finland
Southern Ostrobothnia,Finland
Central Finland,Finland
North Karelia,Finland
Northern Savo,Finland
Southern Savonia,Finland
South Karelia,Finland
Kymenlaakso,Finland
Pirkanmaa,Finland
Haeme,Finland
Southwest Finland,Finland
Uusimaa,Finland
Paijanne Tavastia,Finland
Satakunta,Finland
Western,Fiji
Northern,Fiji
Central,Fiji
Eastern,Fiji
Rotuma,Fiji
Kadavu,Fiji
Yap,Micronesia
Pohnpei,Micronesia
Kosrae,Micronesia
Chuuk,Micronesia
Vagar,Faroe Islands
Suduroy,Faroe Islands
Streymoy,Faroe Islands
Sandoy,Faroe Islands
Nordoyar,Faroe Islands
Eysturoy,Faroe Islands
Rhone-Alpes,France
Provence-Alpes-Cote d'Azur,France
Poitou-Charentes,France
Picardie,France
Pays de la Loire,France
Nord-Pas-de-Calais,France
Midi-Pyrenees,France
Lorraine,France
Limousin,France
Languedoc-Roussillon,France
Ile-de-France,France
Haute-Normandie,France
Franche-Comte,France
Corsica,France
Champagne-Ardenne,France
Centre,France
Brittany,France
Bourgogne,France
Lower Normandy,France
Auvergne,France
Aquitaine,France
Alsace,France
Woleu-Ntem,Gabon
Ogooue-Maritime,Gabon
Ogooue-Lolo,Gabon
Ogooue-Ivindo,Gabon
Nyanga,Gabon
Ngounie,Gabon
Moyen-Ogooue,Gabon
Haut-Ogooue,Gabon
Estuaire,Gabon
Wales,United Kingdom
Scotland,United Kingdom
Northern Ireland,United Kingdom
England,United Kingdom
Saint Patrick,Grenada
Saint Mark,Grenada
Saint John,Grenada
Saint George,Grenada
Saint David,Grenada
Saint Andrew,Grenada
Carriacou and Petite Martinique,Grenada
T'bilisi,Georgia
Ajaria,Georgia
Kvemo Kartli,Georgia
Kakheti,Georgia
Guria,Georgia
Imereti,Georgia
Shida Kartli,Georgia
Mtskheta-Mtianeti,Georgia
Bolama and Bijagos,Guinea-Bissau
Racha-Lechkhumi and Kvemo Svaneti,Georgia
Samegrelo and Zemo Svaneti,Georgia
Samtskhe-Javakheti,Georgia
Abkhazia,Georgia
Guyane,French Guiana
St Pierre du Bois,Guernsey
Torteval,Guernsey
Saint Saviour,Guernsey
Forest,Guernsey
St Martin,Guernsey
Saint Andrew,Guernsey
St Peter Port,Guernsey
Castel,Guernsey
Vale,Guernsey
St Sampson,Guernsey
Alderney,Guernsey
Western,Ghana
Volta,Ghana
Upper West,Ghana
Upper East,Ghana
Northern,Ghana
Greater Accra,Ghana
Eastern,Ghana
Central,Ghana
Brong-Ahafo,Ghana
Ashanti,Ghana
Qaasuitsup,Greenland
Kujalleq,Greenland
Qeqqata,Greenland
Sermersooq,Greenland
Western,Gambia
Upper River,Gambia
North Bank,Gambia
Central River,Gambia
Lower River,Gambia
Banjul,Gambia
Conakry,Guinea
Boke,Guinea
Faranah,Guinea
Kankan,Guinea
Kindia,Guinea
Labe,Guinea
Mamou,Guinea
Nzerekore,Guinea
Guadeloupe,Guadeloupe
Annobon,Equatorial Guinea
Bioko Norte,Equatorial Guinea
Bioko Sur,Equatorial Guinea
Centro Sur,Equatorial Guinea
Kie-Ntem,Equatorial Guinea
Litoral,Equatorial Guinea
Wele-Nzas,Equatorial Guinea
Mount Athos,Greece
Attica,Greece
Central Greece,Greece
Central Macedonia,Greece
Crete,Greece
East Macedonia and Thrace,Greece
Epirus,Greece
Ionian Islands,Greece
North Aegean,Greece
Peloponnese,Greece
South Aegean,Greece
Thessaly,Greece
West Greece,Greece
West Macedonia,Greece
Zacapa,Guatemala
Totonicapan,Guatemala
Suchitepeque,Guatemala
Solola,Guatemala
Santa Rosa,Guatemala
San Marcos,Guatemala
Sacatepequez,Guatemala
Retalhuleu,Guatemala
Quiche,Guatemala
Quetzaltenango,Guatemala
Peten,Guatemala
Jutiapa,Guatemala
Jalapa,Guatemala
Izabal,Guatemala
Huehuetenango,Guatemala
Guatemala,Guatemala
Escuintla,Guatemala
El Progreso,Guatemala
Chiquimula,Guatemala
Chimaltenango,Guatemala
Baja Verapaz,Guatemala
Alta Verapaz,Guatemala
Piti,Guam
Santa Rita,Guam
Sinajana,Guam
Talofofo,Guam
Tamuning,Guam
Umatac,Guam
Yigo,Guam
Yona,Guam
Merizo,Guam
Mangilao,Guam
Agana Heights,Guam
Chalan Pago-Ordot,Guam
Asan,Guam
Agat,Guam
Dededo,Guam
Barrigada,Guam
Hagatna,Guam
Inarajan,Guam
Mongmong-Toto-Maite,Guam
Tombali,Guinea-Bissau
Quinara,Guinea-Bissau
Oio,Guinea-Bissau
Gabu,Guinea-Bissau
Cacheu,Guinea-Bissau
Bissau,Guinea-Bissau
Biombo,Guinea-Bissau
Bafata,Guinea-Bissau
Upper Takutu-Upper Essequibo,Guyana
Upper Demerara-Berbice,Guyana
Potaro-Siparuni,Guyana
Pomeroon-Supenaam,Guyana
Mahaica-Berbice,Guyana
Essequibo Islands-West Demerara,Guyana
East Berbice-Corentyne,Guyana
Demerara-Mahaica,Guyana
Cuyuni-Mazaruni,Guyana
Barima-Waini,Guyana
Yuen Long,Hong Kong
Tsuen Wan,Hong Kong
Tai Po,Hong Kong
Sai Kung,Hong Kong
Islands,Hong Kong
Central and Western,Hong Kong
Wanchai,Hong Kong
Eastern,Hong Kong
Southern,Hong Kong
Yau Tsim Mong,Hong Kong
Sham Shui Po,Hong Kong
Kowloon City,Hong Kong
Wong Tai Sin,Hong Kong
Kwon Tong,Hong Kong
Kwai Tsing,Hong Kong
Tuen Mun,Hong Kong
North,Hong Kong
Sha Tin,Hong Kong
Yoro,Honduras
Valle,Honduras
Santa Barbara,Honduras
Olancho,Honduras
Ocotepeque,Honduras
Lempira,Honduras
La Paz,Honduras
Bay Islands,Honduras
Intibuca,Honduras
Gracias a Dios,Honduras
Francisco Morazan,Honduras
El Paraiso,Honduras
Cortes,Honduras
Copan,Honduras
Comayagua,Honduras
Colon,Honduras
Choluteca,Honduras
Atlantida,Honduras
Bjelovarsko-Bilogorska,Croatia
Brodsko-Posavska,Croatia
Dubrovacko-Neretvanska,Croatia
Istarska,Croatia
Karlovacka,Croatia
Koprivnicko-Krizevacka,Croatia
Krapinsko-Zagorska,Croatia
Licko-Senjska,Croatia
Medimurska,Croatia
Osjecko-Baranjska,Croatia
Pozesko-Slavonska,Croatia
Primorsko-Goranska,Croatia
Sibensko-Kniniska,Croatia
Sisacko-Moslavacka,Croatia
Splitsko-Dalmatinska,Croatia
Varazdinska,Croatia
Vukovarsko-Srijemska,Croatia
Zadarska,Croatia
Zagrebacka,Croatia
Grad Zagreb,Croatia
Virovitick-Podravska,Croatia
Sud-Est,Haiti
Sud,Haiti
Ouest,Haiti
Nord-Ouest,Haiti
Nord-Est,Haiti
Nord,Haiti
Grandans,Haiti
Centre,Haiti
Artibonite,Haiti
Nippes,Haiti
Szabolcs-Szatmar-Bereg,Hungary
Jasz-Nagykun-Szolnok,Hungary
Heves,Hungary
Hajdu-Bihar,Hungary
Csongrad,Hungary
Borsod-Abauj-Zemplen,Hungary
Bekes,Hungary
Zala,Hungary
Veszprem,Hungary
Vas,Hungary
Tolna,Hungary
Somogy,Hungary
Pest,Hungary
Nograd,Hungary
Komarom-Esztergom,Hungary
Gyor-Moson-Sopron,Hungary
Fejer,Hungary
Budapest,Hungary
Baranya,Hungary
Bacs-Kiskun,Hungary
North Sumatra,Indonesia
Aceh,Indonesia
Daerah Istimewa Yogyakarta,Indonesia
South Sumatra,Indonesia
West Sumatra,Indonesia
North Sulawesi,Indonesia
Sulawesi Tenggara,Indonesia
Central Sulawesi,Indonesia
South Sulawesi,Indonesia
Riau,Indonesia
East Nusa Tenggara,Indonesia
West Nusa Tenggara,Indonesia
Maluku,Indonesia
Lampung,Indonesia
East Kalimantan,Indonesia
Central Kalimantan,Indonesia
South Kalimantan,Indonesia
West Kalimantan,Indonesia
East Java,Indonesia
Central Java,Indonesia
West Java,Indonesia
Jambi,Indonesia
Jakarta Raya,Indonesia
Papua,Indonesia
Bengkulu,Indonesia
Bali,Indonesia
Banten,Indonesia
Gorontalo,Indonesia
Bangka-Belitung Islands,Indonesia
Maluku Utara,Indonesia
West Papua,Indonesia
Sulawesi Barat,Indonesia
Riau Islands,Indonesia
North Kalimantan,Indonesia
Connaught,Ireland
Leinster,Ireland
Munster,Ireland
Ulster,Ireland
Jerusalem,Israel
Tel Aviv,Israel
Haifa,Israel
Northern District,Israel
Central District,Israel
Southern District,Israel
Andreas,Isle of Man
Arbory,Isle of Man
Ballaugh,Isle of Man
Braddan,Isle of Man
Bride,Isle of Man
Castletown,Isle of Man
Douglas,Isle of Man
German,Isle of Man
Jurby,Isle of Man
Laxey,Isle of Man
Lezayre,Isle of Man
Lonan,Isle of Man
Malew,Isle of Man
Marown,Isle of Man
Maughold,Isle of Man
Michael,Isle of Man
Onchan,Isle of Man
Patrick,Isle of Man
Peel,Isle of Man
Port Erin,Isle of Man
Port St Mary,Isle of Man
Ramsey,Isle of Man
Rushen,Isle of Man
Santon,Isle of Man
West Bengal,India
Uttar Pradesh,India
Tripura,India
Telangana,India
Tamil Nadu,India
Sikkim,India
Rajasthan,India
Punjab,India
Pondicherry,India
Odisha,India
Nagaland,India
Mizoram,India
Meghalaya,India
Manipur,India
Maharashtra,India
Madhya Pradesh,India
Laccadives,India
Kerala,India
Karnataka,India
Kashmir,India
Himachal Pradesh,India
Haryana,India
Gujarat,India
Daman and Diu,India
Goa,India
NCT,India
Dadra and Nagar Haveli,India
Chandigarh,India
Bihar,India
Assam,India
Arunachal Pradesh,India
Andhra Pradesh,India
Andaman and Nicobar Islands,India
Chhattisgarh,India
Jharkhand,India
Uttarakhand,India
Basra Governorate,Iraq
Wasit,Iraq
Salah ad Din Governorate,Iraq
Ninawa,Iraq
Maysan,Iraq
Muhafazat Karbala',Iraq
Arbil,Iraq
Diyala,Iraq
Dhi Qar,Iraq
Dahuk,Iraq
Mayorality of Baghdad,Iraq
Babil,Iraq
Muhafazat Kirkuk,Iraq
As Sulaymaniyah,Iraq
An Najaf,Iraq
Al Qadisiyah,Iraq
Al Muthanna,Iraq
Anbar,Iraq
Tehran,Iran
Zanjan,Iran
Yazd,Iran
Semnan,Iran
Mazandaran,Iran
Markazi,Iran
Lorestan,Iran
Kordestan,Iran
Kohgiluyeh va Buyer Ahmad,Iran
Khuzestan,Iran
Kermanshah,Iran
Kerman,Iran
Ilam,Iran
Hormozgan,Iran
Hamadan,Iran
Gilan,Iran
Fars,Iran
Chahar Mahall va Bakhtiari,Iran
Bushehr,Iran
East Azerbaijan,Iran
Azarbayjan-e Gharbi,Iran
Ardabil,Iran
Isfahan,Iran
Golestan,Iran
Qazvin,Iran
Qom,Iran
Sistan and Baluchestan,Iran
Khorasan-e Jonubi,Iran
Razavi Khorasan,Iran
Khorasan-e Shomali,Iran
Alborz,Iran
Northwest,Iceland
Northeast,Iceland
East,Iceland
South,Iceland
Capital Region,Iceland
Southern Peninsula,Iceland
West,Iceland
Westfjords,Iceland
Sicily,Italy
Sardinia,Italy
Calabria,Italy
Veneto,Italy
Aosta Valley,Italy
Umbria,Italy
Trentino-Alto Adige,Italy
Tuscany,Italy
Apulia,Italy
Piedmont,Italy
Molise,Italy
The Marches,Italy
Lombardy,Italy
Liguria,Italy
Latium,Italy
Friuli Venezia Giulia,Italy
Emilia-Romagna,Italy
Campania,Italy
Basilicate,Italy
Abruzzo,Italy
St Clement,Jersey
St Saviour,Jersey
St. Brelade,Jersey
Grouville,Jersey
St Mary,Jersey
St Lawrence,Jersey
St Peter,Jersey
St Ouen,Jersey
St John,Jersey
Trinity,Jersey
St Martin,Jersey
St Helier,Jersey
Westmoreland,Jamaica
Trelawny,Jamaica
Saint Thomas,Jamaica
Saint Mary,Jamaica
Saint James,Jamaica
St. Elizabeth,Jamaica
Saint Catherine,Jamaica
Saint Ann,Jamaica
Saint Andrew,Jamaica
Portland,Jamaica
Manchester,Jamaica
Kingston,Jamaica
Hanover,Jamaica
Clarendon,Jamaica
Ma'an,Jordan
Irbid,Jordan
Zarqa,Jordan
Tafielah,Jordan
Amman,Jordan
Mafraq,Jordan
Karak,Jordan
Balqa,Jordan
Ajlun,Jordan
Jerash,Jordan
Aqaba,Jordan
Madaba,Jordan
Yamanashi,Japan
Yamaguchi,Japan
Wakayama,Japan
Toyama,Japan
Tottori,Japan
Tokyo,Japan
Tokushima,Japan
Tochigi,Japan
Shizuoka,Japan
Shimane,Japan
Shiga Prefecture,Japan
Saitama,Japan
Saga Prefecture,Japan
Osaka,Japan
Okinawa,Japan
Okayama,Japan
Oita,Japan
Niigata,Japan
Nara,Japan
Nagasaki,Japan
Nagano,Japan
Miyazaki,Japan
Mie,Japan
Kyoto,Japan
Kumamoto,Japan
Kochi,Japan
Kanagawa,Japan
Kagoshima,Japan
Kagawa,Japan
Ishikawa,Japan
Hyogo,Japan
Hiroshima,Japan
Gunma,Japan
Gifu,Japan
Fukuoka,Japan
Fukui,Japan
Ehime,Japan
Aichi,Japan
Yamagata,Japan
Miyagi,Japan
Iwate,Japan
Ibaraki,Japan
Fukushima,Japan
Chiba,Japan
Akita,Japan
Hokkaido,Japan
Aomori,Japan
West Pokot,Kenya
Wajir,Kenya
Uasin Gishu,Kenya
Turkana,Kenya
Trans Nzoia,Kenya
Tharaka District,Kenya
Tana River,Kenya
Siaya,Kenya
Samburu,Kenya
Nairobi Area,Kenya
Murang'a District,Kenya
Mombasa,Kenya
Meru,Kenya
Marsabit,Kenya
Mandera,Kenya
Laikipia,Kenya
Kwale,Kenya
Kitui,Kenya
Kisumu,Kenya
Kisii,Kenya
Kirinyaga,Kenya
Kilifi,Kenya
Kiambu,Kenya
Kericho,Kenya
Kakamega,Kenya
Isiolo,Kenya
Garissa,Kenya
Embu,Kenya
Busia,Kenya
Bungoma,Kenya
Baringo,Kenya
Nyandarua,Kenya
Vihiga,Kenya
Lamu,Kenya
Machakos,Kenya
Makueni,Kenya
Marakwet District,Kenya
Taita Taveta,Kenya
Kajiado,Kenya
Nyeri,Kenya
Homa Bay,Kenya
Bomet,Kenya
Migori,Kenya
Nakuru,Kenya
Narok,Kenya
Nyamira District,Kenya
Nandi,Kenya
Osh,Kyrgyzstan
Batken,Kyrgyzstan
Talas,Kyrgyzstan
Naryn,Kyrgyzstan
Ysyk-Koel,Kyrgyzstan
Bishkek,Kyrgyzstan
Jalal-Abad,Kyrgyzstan
Chuy,Kyrgyzstan
Osh City,Kyrgyzstan
Pursat,Cambodia
Battambang,Cambodia
Takeo,Cambodia
Svay Rieng,Cambodia
Stung Treng,Cambodia
Otar Meanchey,Cambodia
Siem Reap,Cambodia
Ratanakiri,Cambodia
Prey Veng,Cambodia
Preah Vihear,Cambodia
Phnom Penh,Cambodia
Pailin,Cambodia
Mondolkiri,Cambodia
Kratie,Cambodia
Kep,Cambodia
Koh Kong,Cambodia
Kandal,Cambodia
Kampot,Cambodia
Kampong Thom,Cambodia
Kampong Speu,Cambodia
Kampong Chhnang,Cambodia
Kampong Cham,Cambodia
Preah Sihanouk,Cambodia
Banteay Meanchey,Cambodia
Gilbert Islands,Kiribati
Line Islands,Kiribati
Praslin,Saint Lucia
Phoenix Islands,Kiribati
Moheli,Comoros
Grande Comore,Comoros
Anjouan,Comoros
Trinity Palmetto Point,Saint Kitts and Nevis
Saint Thomas Middle Island,Saint Kitts and Nevis
Saint Thomas Lowland,Saint Kitts and Nevis
Saint Peter Basseterre,Saint Kitts and Nevis
Saint Paul Charlestown,Saint Kitts and Nevis
Saint Paul Capesterre,Saint Kitts and Nevis
Saint Mary Cayon,Saint Kitts and Nevis
Saint John Figtree,Saint Kitts and Nevis
Saint John Capesterre,Saint Kitts and Nevis
Saint James Windwa,Saint Kitts and Nevis
Saint George Gingerland,Saint Kitts and Nevis
Saint George Basseterre,Saint Kitts and Nevis
Saint Anne Sandy Point,Saint Kitts and Nevis
Christ Church Nichola Town,Saint Kitts and Nevis
Pyongyang,North Korea
P'yongan-namdo,North Korea
P'yongan-bukto,North Korea
Kangwon-do,North Korea
Hwanghae-namdo,North Korea
Hwanghae-bukto,North Korea
Hamgyong-namdo,North Korea
Yanggang-do,North Korea
Hamgyong-bukto,North Korea
Chagang-do,North Korea
Rason,North Korea
Ulsan,South Korea
Daejeon,South Korea
Daegu,South Korea
Seoul,South Korea
Busan,South Korea
Gyeongsangbuk-do,South Korea
Gyeonggi-do,South Korea
Gwangju,South Korea
Gangwon-do,South Korea
Incheon,South Korea
Chungcheongnam-do,South Korea
Chungcheongbuk-do,South Korea
Jeollanam-do,South Korea
Jeollabuk-do,South Korea
Jeju-do,South Korea
Gyeongsangnam-do,South Korea
Sejong-si,South Korea
Muhafazat Hawalli,Kuwait
Al Asimah,Kuwait
Muhafazat al Jahra',Kuwait
Al Farwaniyah,Kuwait
Al Ahmadi,Kuwait
Mubarak al Kabir,Kuwait
George Town,Cayman Islands
West Bay,Cayman Islands
Bodden Town,Cayman Islands
North Side,Cayman Islands
East End,Cayman Islands
Sister Island,Cayman Islands
Batys Qazaqstan,Kazakhstan
Mangghystau,Kazakhstan
Atyrau,Kazakhstan
Aqtoebe,Kazakhstan
Beverina,Latvia
East Kazakhstan,Kazakhstan
Aqmola,Kazakhstan
Soltustik Qazaqstan,Kazakhstan
Pavlodar,Kazakhstan
Qyzylorda,Kazakhstan
Qostanay,Kazakhstan
Qaraghandy,Kazakhstan
Zhambyl,Kazakhstan
Ongtustik Qazaqstan,Kazakhstan
Almaty Qalasy,Kazakhstan
Almaty Oblysy,Kazakhstan
Bayqongyr Qalasy,Kazakhstan
Astana Qalasy,Kazakhstan
Xiangkhoang,Laos
Xiagnabouli,Laos
Vientiane,Laos
Savannahkhet,Laos
Salavan,Laos
Phongsali,Laos
Oudomxai,Laos
Louangphabang,Laos
Loungnamtha,Laos
Khammouan,Laos
Houaphan,Laos
Champasak,Laos
Attapu,Laos
Xekong,Laos
Bokeo,Laos
Bolikhamxai,Laos
Vientiane,Laos
Mont-Liban,Lebanon
Beyrouth,Lebanon
Liban-Nord,Lebanon
Liban-Sud,Lebanon
Beqaa,Lebanon
Nabatiye,Lebanon
Aakkar,Lebanon
Baalbek-Hermel,Lebanon
Vieux-Fort,Saint Lucia
Soufriere,Saint Lucia
Micoud Quarter,Saint Lucia
Laborie Quarter,Saint Lucia
Gros-Islet,Saint Lucia
Dennery Quarter,Saint Lucia
Dauphin,Saint Lucia
Choiseul Quarter,Saint Lucia
Castries Quarter,Saint Lucia
Anse-la-Raye,Saint Lucia
Vaduz,Liechtenstein
Triesenberg,Liechtenstein
Triesen,Liechtenstein
Schellenberg,Liechtenstein
Schaan,Liechtenstein
Ruggell,Liechtenstein
Planken,Liechtenstein
Mauren,Liechtenstein
Gamprin,Liechtenstein
Eschen,Liechtenstein
Balzers,Liechtenstein
Western,Sri Lanka
Uva,Sri Lanka
Southern,Sri Lanka
Sabaragamuwa,Sri Lanka
North Western,Sri Lanka
North Central,Sri Lanka
Central,Sri Lanka
Northern Province,Sri Lanka
Eastern Province,Sri Lanka
Sinoe,Liberia
Nimba,Liberia
Montserrado,Liberia
Maryland,Liberia
Lofa,Liberia
Grand Gedeh,Liberia
Grand Cape Mount,Liberia
Grand Bassa,Liberia
Bong,Liberia
Bomi,Liberia
Grand Kru,Liberia
Margibi,Liberia
River Cess,Liberia
Gbarpolu,Liberia
River Gee,Liberia
Thaba-Tseka,Lesotho
Quthing,Lesotho
Qacha's Nek,Lesotho
Mokhotlong,Lesotho
Mohale's Hoek District,Lesotho
Maseru,Lesotho
Mafeteng,Lesotho
Leribe,Lesotho
Butha-Buthe,Lesotho
Berea,Lesotho
Alytaus apskritis,Lithuania
Kauno apskritis,Lithuania
Klaipedos apskritis,Lithuania
Marijampoles apskritis,Lithuania
Panevezys,Lithuania
Siauliu apskritis,Lithuania
Taurages apskritis,Lithuania
Telsiu apskritis,Lithuania
Utenos apskritis,Lithuania
Vilnius County,Lithuania
Luxembourg,Luxembourg
Grevenmacher,Luxembourg
Diekirch,Luxembourg
Smiltene,Latvia
Ventspils Rajons,Latvia
Ventspils,Latvia
Valmieras Rajons,Latvia
Valkas Rajons,Latvia
Tukuma Rajons,Latvia
Talsu Rajons,Latvia
Saldus Rajons,Latvia
Riga,Latvia
Rezeknes Rajons,Latvia
Rezekne,Latvia
Preilu Rajons,Latvia
Ogre,Latvia
Madonas Rajons,Latvia
Ludzas Rajons,Latvia
Limbazu Rajons,Latvia
Liepaja,Latvia
Kuldigas Rajons,Latvia
Kraslavas Rajons,Latvia
Jurmala,Latvia
Jelgavas Rajons,Latvia
Jelgava,Latvia
Jekabpils Municipality,Latvia
Gulbenes Rajons,Latvia
Dobeles Rajons,Latvia
Daugavpils,Latvia
Daugavpils,Latvia
Cesu Rajons,Latvia
Bauskas Rajons,Latvia
Balvu Rajons,Latvia
Aluksnes Rajons,Latvia
Aizkraukles Rajons,Latvia
Dundaga,Latvia
Alsunga,Latvia
Pavilostas,Latvia
Nica,Latvia
Rucavas,Latvia
Grobina,Latvia
Durbe,Latvia
Aizpute,Latvia
Priekule,Latvia
Vainode,Latvia
Skrunda,Latvia
Broceni,Latvia
Rojas,Latvia
Kandava,Latvia
Auces Novads,Latvia
Jaunpils,Latvia
Engure,Latvia
Tervete,Latvia
Ozolnieku,Latvia
Rundales,Latvia
Babite,Latvia
Marupe,Latvia
Olaine,Latvia
Lecava,Latvia
Kekava,Latvia
Salaspils,Latvia
Baldone,Latvia
Stopini,Latvia
Carnikava,Latvia
Adazi,Latvia
Garkalne,Latvia
Vecumnieki,Latvia
Kegums,Latvia
Lielvarde,Latvia
Skriveri,Latvia
Jaunjelgava,Latvia
Nereta,Latvia
Viesite,Latvia
Salas,Latvia
Jekabpils,Latvia
Akniste,Latvia
Ilukste,Latvia
Varkava,Latvia
Livani,Latvia
Varaklani,Latvia
Vilanu,Latvia
Riebinu,Latvia
Aglona,Latvia
Cibla,Latvia
Zilupes,Latvia
Vilaka,Latvia
Baltinava,Latvia
Dagda,Latvia
Karsava,Latvia
Rugaju,Latvia
Cesvaine,Latvia
Lubana,Latvia
Krustpils,Latvia
Plavinu,Latvia
Koknese,Latvia
Ikskile,Latvia
Ropazu,Latvia
Incukalns,Latvia
Krimulda,Latvia
Sigulda,Latvia
Ligatne,Latvia
Malpils,Latvia
Seja,Latvia
Saulkrastu,Latvia
Salacgrivas,Latvia
Aloja,Latvia
Naukseni,Latvia
Rujienas,Latvia
Mazsalaca,Latvia
Burtnieki,Latvia
Pargaujas,Latvia
Koceni,Latvia
Amatas Novads,Latvia
Priekuli,Latvia
Raunas,Latvia
Strenci,Latvia
Jaunpiebalga,Latvia
Ergli,Latvia
Vecpiebalga,Latvia
Apes Novads,Latvia
Mesraga,Latvia
Darnah,Libya
Banghazi,Libya
Al Marj,Libya
Al Kufrah,Libya
Al Jabal al Akhdar,Libya
Tripoli,Libya
Surt,Libya
Sabha,Libya
Sha`biyat Nalut,Libya
Murzuq,Libya
Misratah,Libya
Sha`biyat Ghat,Libya
Az Zawiyah,Libya
Sha'biyat Wadi ash Shati',Libya
Al Jufrah,Libya
An Nuqat al Khams,Libya
Sha`biyat al Butnan,Libya
Sha`biyat al Jabal al Gharbi,Libya
Sha`biyat al Jafarah,Libya
Al Marqab,Libya
Sha`biyat al Wahat,Libya
Sha`biyat Wadi al Hayat,Libya
Rabat-Sale-Zemmour-Zaer,Morocco
Meknes-Tafilalet,Morocco
Marrakech-Tensift-Al Haouz,Morocco
Fes-Boulemane,Morocco
Grand Casablanca,Morocco
Chaouia-Ouardigha,Morocco
Doukkala-Abda,Morocco
Gharb-Chrarda-Beni Hssen,Morocco
Guelmim-Es Smara,Morocco
Oriental,Morocco
Souss-Massa-Draa,Morocco
Tadla-Azilal,Morocco
Hovd,Mongolia
Tanger-Tetouan,Morocco
Taza-Al Hoceima-Taounate,Morocco
Laayoune-Boujdour-Sakia El Hamra,Morocco
Oued ed Dahab-Lagouira,Morocco
Commune de Monaco,Monaco
Raionul Edinet,Moldova
Ungheni,Moldova
Telenesti,Moldova
Taraclia,Moldova
Stefan-Voda,Moldova
Straseni,Moldova
Raionul Soroca,Moldova
Riscani,Moldova
Rezina,Moldova
Orhei,Moldova
Raionul Ocnita,Moldova
Anenii Noi,Moldova
Nisporeni,Moldova
Leova,Moldova
Singerei,Moldova
Criuleni,Moldova
Laloveni,Moldova
Chisinau,Moldova
Causeni,Moldova
Cantemir,Moldova
Calarasi,Moldova
Cahul,Moldova
Glodeni,Moldova
Floresti,Moldova
Falesti,Moldova
Dubasari,Moldova
Drochia,Moldova
Donduseni,Moldova
Cimislia,Moldova
Briceni,Moldova
Basarabeasca,Moldova
Hincesti,Moldova
Soldanesti,Moldova
Stinga Nistrului,Moldova
Gagauzia,Moldova
Bender,Moldova
